99;2953;9.900000;1292;small
100;2864;9.900000;1183;small
101;1829;9.900000;1304;small
102;4114;9.900000;1225;small
103;845;9.900000;1249;small
104;2541;9.900000;1382;small
105;2270;9.900000;1400;small
106;2358;9.900000;1342;small
107;2030;9.900000;1485;small
108;3999;9.900000;1372;small
109;1874;9.900000;1375;small
110;2943;9.900000;1374;small
111;2382;9.900000;1490;small
112;1089;9.900000;1362;small
113;1018;9.900000;1439;small
114;2751;9.900000;1501;small
115;4060;9.900000;1472;small
116;2530;9.900000;1363;small
117;4291;9.900000;1443;small
118;772;9.900000;1586;small
119;3990;9.900000;1521;small
120;2129;9.900000;1547;small
121;2736;9.900000;1593;small
122;2257;9.900000;1541;small
123;3846;9.900000;1527;small
124;2922;9.900000;1506;small
125;1894;9.900000;1581;small
126;2420;9.900000;1632;small
127;4273;9.900000;1548;small
128;3565;9.900000;1636;small
129;4269;9.900000;1558;small
130;2701;9.900000;1614;small
131;877;9.900000;1652;small
132;3412;9.900000;1547;small
133;4164;9.900000;1576;small
134;3892;9.900000;1628;small
135;2081;9.900000;1696;small
136;2499;9.900000;1702;small
137;2946;9.900000;1628;small
138;701;9.900000;1653;small
139;2674;9.900000;1653;small
140;3466;9.900000;1800;small
141;3271;9.900000;1669;small
142;4155;9.900000;1710;small
143;1127;9.900000;1630;small
144;3316;9.900000;1698;small
145;1013;9.900000;1684;small
146;4127;9.900000;1780;small
147;4013;9.900000;1779;small
148;3101;9.900000;1521;small
149;527;9.900000;1736;small
150;3152;9.900000;1647;small
151;979;9.900000;1831;small
152;713;9.900000;1752;small
153;2033;9.900000;1730;small
154;2235;9.900000;1738;small
155;3139;9.900000;1863;small
156;829;9.900000;1808;small
157;3271;9.900000;1717;small
158;625;9.900000;1812;small
159;3802;9.900000;1779;small
160;2084;9.900000;1729;small
161;3650;9.900000;1844;small
162;746;9.900000;1967;small
163;1250;9.900000;1841;small
164;775;9.900000;1931;small
165;3873;9.900000;1864;small
166;873;9.900000;1887;small
167;967;9.900000;1899;small
168;659;9.900000;1918;small
169;5122;9.900000;13;small
170;4366;9.900000;44;small
171;2527;9.900000;26;small
172;4011;9.900000;28;small
173;5415;9.900000;126;small
174;1860;9.900000;200;small
175;2248;9.900000;10;small
176;5567;9.900000;25;small
177;4851;9.900000;50;small
178;4760;9.900000;89;small
179;2494;9.900000;134;small
180;5262;9.900000;77;small
181;2895;9.900000;205;small
182;385;9.900000;184;small
183;568;9.900000;23;small
184;961;9.900000;77;small
185;1851;9.900000;28;small
186;695;9.900000;177;small
187;1515;9.900000;48;small
188;1691;9.900000;175;small
189;5250;9.900000;304;small
190;4217;9.900000;236;small
191;227;9.900000;447;small
192;1930;9.900000;256;small
193;2430;9.900000;191;small
194;5383;9.900000;337;small
195;2487;9.900000;298;small
196;1255;9.900000;283;small
197;2252;9.900000;330;small
198;5438;9.900000;215;small
199;805;9.900000;364;small
200;1720;9.900000;446;small
201;3044;9.900000;250;small
202;429;9.900000;366;small
203;2145;9.900000;384;small
204;1135;9.900000;323;small
205;2390;9.900000;415;small
206;1474;9.900000;497;small
207;1906;9.900000;413;small
208;1424;9.900000;384;small
209;269;9.900000;536;small
210;1231;9.900000;455;small
211;13;9.900000;353;small
212;671;9.900000;805;small
213;5631;9.900000;523;small
214;1434;9.900000;571;small
215;1049;9.900000;440;small
216;1117;9.900000;611;small
217;4956;9.900000;728;small
218;600;9.900000;641;small
219;5537;9.900000;707;small
220;464;9.900000;802;small
221;5100;9.900000;811;small
222;125;9.900000;947;small
223;3879;9.900000;908;small
224;4770;9.900000;870;small
225;1167;9.900000;984;small
226;902;9.900000;826;small
227;4727;9.900000;972;small
228;1265;9.900000;746;small
229;5359;9.900000;977;small
230;1126;9.900000;1045;small
231;5279;9.900000;1007;small
232;4975;9.900000;944;small
233;710;9.900000;1110;small
234;1446;9.900000;750;small
235;527;9.900000;1175;small
236;4053;9.900000;1181;small
237;4002;9.900000;1097;small
238;3703;9.900000;847;small
239;4436;9.900000;1005;small
240;3741;9.900000;1058;small
241;1646;9.900000;900;small
242;607;9.900000;1237;small
243;5336;9.900000;1159;small
244;462;9.900000;1119;small
245;1328;9.900000;1157;small
246;4891;9.900000;1220;small
247;3567;9.900000;1248;small
248;5066;9.900000;1128;small
249;1527;9.900000;1117;small
250;79;9.900000;1347;small
251;1754;9.900000;1305;small
252;4823;9.900000;1414;small
253;4582;9.900000;1166;small
254;1645;9.900000;1327;small
255;3556;9.900000;1537;small
256;1161;9.900000;1496;small
257;771;9.900000;1324;small
258;5329;9.900000;1301;small
259;4354;9.900000;1382;small
260;4620;9.900000;1383;small
261;5173;9.900000;1417;small
262;685;9.900000;1552;small
263;309;9.900000;1413;small
264;4644;9.900000;1315;small
265;562;9.900000;1391;small
266;5381;9.900000;1369;small
267;1409;9.900000;1299;small
268;1589;9.900000;1540;small
269;5554;9.900000;1333;small
270;1095;9.900000;1536;small
271;4714;9.900000;1597;small
272;5151;9.900000;1554;small
273;4461;9.900000;1551;small
274;1237;9.900000;1562;small
275;579;9.900000;1597;small
276;5468;9.900000;1673;small
277;1740;9.900000;1594;small
278;40;9.900000;1453;small
279;4622;9.900000;1625;small
280;409;9.900000;1575;small
281;1591;9.900000;1658;small
282;2841;9.900000;1679;small
283;2502;9.900000;1784;small
284;45;9.900000;1747;small
285;4697;9.900000;1740;small
286;4522;9.900000;1841;small
287;4995;9.900000;1777;small
288;1535;9.900000;1652;small
289;4242;9.900000;1788;small
290;5466;9.900000;1830;small
291;422;9.900000;1794;small
292;161;9.900000;1796;small
293;2853;9.900000;1879;small
294;4194;9.900000;2011;small
295;2680;9.900000;1700;small
296;5466;9.900000;1909;small
297;5453;9.900000;2008;small
298;389;9.900000;2037;small
299;2383;9.900000;1578;small
300;1251;9.900000;1953;small
301;1698;9.900000;1826;small
302;2137;9.900000;2035;small
303;4615;9.900000;1988;small
304;5391;9.900000;1952;small
305;3305;9.900000;2020;small
306;3050;9.900000;1895;small
307;1921;9.900000;1985;small
308;1611;9.900000;2018;small
309;2609;9.900000;1924;small
310;5264;9.900000;2029;small
311;2405;9.900000;2012;small
312;3712;9.900000;2037;small
313;249;9.900000;1897;small
